,palavra,frequencia,sentimento
1147,vendi,1,negativo
1148,amiga,2,negativo
1149,perder,7,negativo
1150,compreeem,1,negativo
1151,mandam,9,negativo
1152,respondem,22,negativo
1153,clientes,28,negativo
1154,luminaria,31,negativo
1155,branca,25,negativo
1156,fria,1,negativo
1157,neutra,1,negativo
1158,instalacao,18,negativo
1159,vou,278,negativo
1160,vi,37,negativo
1161,tanto,40,negativo
1162,oedido,2,negativo
1163,potes,7,negativo
1164,cozinha,7,negativo
1165,bolas,5,negativo
1166,pretasme,1,negativo
1167,providencia,10,negativo
1168,ira,10,negativo
1169,tomar,13,negativo
1170,blackout,4,negativo
1171,viria,11,negativo
1172,navalha,9,negativo
1173,tesouras,25,negativo
1174,fio,21,negativo
1175,marcar,3,negativo
1176,lista,3,negativo
1177,indica,9,negativo
1178,venho,28,negativo
1179,explica,3,negativo
1180,carregador,37,negativo
1181,paralelo,7,negativo
1182,oferecido,10,negativo
1183,altera,1,negativo
1184,orientacao,14,negativo
1185,targaryene,3,negativo
1186,instabilidade,1,negativo
1187,pagina,10,negativo
1188,total,66,negativo
1189,desrespeito,16,negativo
1190,ressarcir,2,negativo
1191,tablet,16,negativo
1192,encaixe,10,negativo
1193,segurar,3,negativo
1194,impecavel,1,negativo
1195,sinal,27,negativo
1196,atrasado,28,negativo
1197,enorme,17,negativo
1198,perto,9,negativo
1199,vencer,4,negativo
1200,validade,13,negativo
1201,clara,9,negativo
1202,claro,24,negativo
1203,objetivo,1,negativo
1204,enganar,6,negativo
1205,esperado,20,negativo
1206,desejo,18,negativo
1207,devolve,15,negativo
1208,lo,56,negativo
1209,acionar,8,negativo
1210,orgao,1,negativo
1211,competente,2,negativo
1212,kits,50,negativo
1213,separou,1,negativo
1214,achou,1,negativo
1215,shampu,2,negativo
1216,balsamo,2,negativo
1217,venceu,21,negativo
1218,oque,18,negativo
1219,la,41,negativo
1220,filtros,4,negativo
1221,separados,5,negativo
1222,inutil,5,negativo
1223,ferramenta,1,negativo
1224,aparentemente,12,negativo
1225,ruin,3,negativo
1226,enganoza,1,negativo
1227,suporta,2,negativo
1228,cellular,1,negativo
1229,caindo,4,negativo
1230,antonio,2,negativo
1231,cansei,4,negativo
1232,cupom,2,negativo
1233,lixo,28,negativo
1234,protocolizada,1,negativo
1235,responsavel,21,negativo
1236,correta,24,negativo
1237,peito,1,negativo
1238,cinta,6,negativo
1239,peitoral,1,negativo
1240,camera,12,negativo
1241,gopro,1,negativo
1242,go,1,negativo
1243,conector,2,negativo
1244,estereo,1,negativo
1245,microfone,7,negativo
1246,toner,37,negativo
1247,impressao,27,negativo
1248,bolsa,29,negativo
1249,cacamba,1,negativo
1250,ford,1,negativo
1251,ranger,2,negativo
1252,frontier,1,negativo
1253,comprem,27,negativo
1254,cola,21,negativo
1255,ressecada,1,negativo
1256,atrapalha,2,negativo
1257,touch,1,negativo
1258,screen,1,negativo
1259,lampadas,8,negativo
1260,atendeu,11,negativo
1261,expectativas,22,negativo
1262,devia,7,negativo
1263,enviar,58,negativo
1264,parcialmente,16,negativo
1265,danificado,36,negativo
1266,dificuldade,31,negativo
1267,falaificado,1,negativo
1268,vida,10,negativo
1269,ligou,13,negativo
1270,encheu,2,negativo
1271,bolinhas,7,negativo
1272,fino,32,negativo
1273,falado,1,negativo
1274,realizei,54,negativo
1275,recentes,2,negativo
1276,i,10,negativo
1277,emitorem,1,negativo
1278,postarem,2,negativo
1279,agradava,1,negativo
1280,disso,43,negativo
1281,divulgadas,1,negativo
1282,deixo,2,negativo
1283,observacao,1,negativo
1284,expiracao,1,negativo
1285,cumprimento,2,negativo
1286,ocorreu,38,negativo
1287,entretanto,13,negativo
1288,diferencas,2,negativo
1289,demonstrou,1,negativo
1290,pe,13,negativo
1291,ah,2,negativo
1292,ilhos,6,negativo
1293,soltos,6,negativo
1294,manual,39,negativo
1295,certificado,1,negativo
1296,orient,1,negativo
1297,leve,9,negativo
1298,modelos,4,negativo
1299,antigos,2,negativo
1300,entenda,1,negativo
1301,corona,1,negativo
1302,potente,2,negativo
1303,substituicao,3,negativo
1304,pneus,23,negativo
1305,efetuado,9,negativo
1306,referente,20,negativo
1307,pneu,12,negativo
1308,numero,37,negativo
1309,rastrear,33,negativo
1310,encerrado,1,negativo
1311,emitir,8,negativo
1312,eternidade,2,negativo
1313,recibie,1,negativo
1314,faturada,4,negativo
1315,alguma,37,negativo
1316,recebimento,44,negativo
1317,enganam,1,negativo
1318,povo,1,negativo
1319,trabalho,21,negativo
1320,copo,12,negativo
1321,avisar,20,negativo
1322,semi,3,negativo
1323,transparente,14,negativo
1324,fala,27,negativo
1325,contrario,13,negativo
1326,baixo,19,negativo
1327,lados,5,negativo
1328,violado,8,negativo
1329,passa,8,negativo
1330,seguranca,17,negativo
1331,cadeiras,49,negativo
1332,opcoes,3,negativo
1333,cores,33,negativo
1334,importante,5,negativo
1335,prender,2,negativo
1336,teto,4,negativo
1337,virar,4,negativo
1338,conseguir,11,negativo
1339,apresentada,5,negativo
1340,considero,11,negativo
1341,enganosa,41,negativo
1342,skullcandy,1,negativo
1343,inigualavel,1,negativo
1344,acabamento,47,negativo
1345,perfeitos,1,negativo
1346,experiencia,13,negativo
1347,sonora,1,negativo
1348,agradavel,2,negativo
1349,principalmente,9,negativo
1350,graves,1,negativo
1351,skull,2,negativo
1352,impossivel,21,negativo
1353,maos,14,negativo
1354,computadores,1,negativo
1355,responderam,24,negativo
1356,entrou,39,negativo
1357,recomedaria,1,negativo
1358,pequenos,4,negativo
1359,longo,42,negativo
1360,requisitado,1,negativo
1361,item,95,negativo
1362,avalio,7,negativo
1363,veracidade,1,negativo
1364,recomendacoes,1,negativo
1365,confere,12,negativo
1366,chego,15,negativo
1367,realizada,30,negativo
1368,resolveram,6,negativo
1369,reembolsado,9,negativo
1370,reenviar,8,negativo
1371,aconteceu,90,negativo
1372,entender,11,negativo
1373,retornaram,11,negativo
1374,acaba,4,negativo
1375,comprarei,21,negativo
1376,plafon,2,negativo
1377,cristal,3,negativo
1378,encaminharam,7,negativo
1379,responsaveis,4,negativo
1380,y,2,negativo
1381,paso,1,negativo
1382,praso,5,negativo
1383,negativando,1,negativo
1384,ficaram,16,negativo
1385,casio,15,negativo
1386,bate,4,negativo
1387,serie,6,negativo
1388,identifique,1,negativo
1389,cesto,8,negativo
1390,possivel,56,negativo
1391,lencois,13,negativo
1392,essencias,1,negativo
1393,colageno,2,negativo
1394,hidrolisado,1,negativo
1395,dizendo,59,negativo
1396,juntos,17,negativo
1397,colagenos,1,negativo
1398,tentaram,6,negativo
1399,horarios,1,negativo
1400,terem,7,negativo
1401,deixado,4,negativo
1402,comunicado,19,negativo
1403,predio,4,negativo
1404,inf,2,negativo
1405,tentativa,14,negativo
1406,gorros,1,negativo
1407,respostas,15,negativo
1408,fique,5,negativo
1409,imprevisto,9,negativo
1410,breve,13,negativo
1411,toalha,18,negativo
1412,alto,19,negativo
1413,exemplo,4,negativo
1414,agente,6,negativo
1415,chega,57,negativo
1416,comprou,8,negativo
1417,faiz,1,negativo
1418,co,4,negativo
1419,removido,2,negativo
1420,pressa,4,negativo
1421,mundo,3,negativo
1422,vontade,8,negativo
1423,trabalham,5,negativo
1424,prefiro,10,negativo
1425,wallmart,1,negativo
1426,ponto,8,negativo
1427,frio,1,negativo
1428,plafons,1,negativo
1429,led,11,negativo
1430,ralos,3,negativo
1431,inteligentes,1,negativo
1432,luminarias,38,negativo
1433,comprometendo,1,negativo
1434,funcionalidade,3,negativo
1435,entregues,65,negativo
1436,indiguinado,1,negativo
1437,cade,33,negativo
1438,guarda,4,negativo
1439,roupa,3,negativo
1440,gaveta,1,negativo
1441,qdo,13,negativo
1442,desconhecido,1,negativo
1443,vei,6,negativo
1444,generico,7,negativo
1445,terceiro,4,negativo
1446,problematico,1,negativo
1447,aguarda,3,negativo
1448,ano,17,negativo
1449,amanha,8,negativo
1450,permitiu,4,negativo
1451,diferentes,47,negativo
1452,mails,28,negativo
1453,confirmacao,15,negativo
1454,dificuldades,9,negativo
1455,confirmar,5,negativo
1456,confirmado,7,negativo
1457,homem,4,negativo
1458,aranha,1,negativo
1459,eo,2,negativo
1460,serve,23,negativo
1461,porca,2,negativo
1462,dando,22,negativo
1463,adotar,1,negativo
1464,apresentado,9,negativo
1465,dai,9,negativo
1466,incompleta,8,negativo
1467,chicote,1,negativo
1468,gravacao,3,negativo
1469,atendente,21,negativo
1470,solicitacoes,11,negativo
1471,similiar,1,negativo
1472,inganosa,1,negativo
1473,aviso,20,negativo
1474,ferrei,2,negativo
1475,excelenta,1,negativo
1476,servicos,3,negativo
1477,acessorios,8,negativo
1478,arrependimento,5,negativo
1479,funcionam,5,negativo
1480,veiculos,1,negativo
1481,parti,1,negativo
1482,vdd,2,negativo
1483,frente,14,negativo
1484,tipicamente,1,negativo
1485,carioca,1,negativo
1486,horas,28,negativo
1487,gramas,2,negativo
1488,cadeira,77,negativo
1489,linda,8,negativo
1490,confortavel,3,negativo
1491,devolvido,23,negativo
1492,limite,8,negativo
1493,chegue,12,negativo
1494,realmente,20,negativo
1495,causa,18,negativo
1496,acondicionamento,1,negativo
1497,vazamento,3,negativo
1498,pistola,1,negativo
1499,regulagem,2,negativo
1500,jato,1,negativo
1501,fator,1,negativo
1502,desconforto,4,negativo
1503,serem,7,negativo
1504,grampos,2,negativo
1505,contava,1,negativo
1506,consultava,1,negativo
1507,enviadas,3,negativo
1508,satisfeita,30,negativo
1509,aprovada,6,negativo
1510,entendi,16,negativo
1511,extraviado,6,negativo
1512,vencida,2,negativo
1513,velha,4,negativo
1514,pulseira,24,negativo
1515,aco,3,negativo
1516,pulseiras,11,negativo
1517,informou,16,negativo
1518,violada,13,negativo
1519,rasgada,17,negativo
1520,marcas,9,negativo
1521,trocaram,7,negativo
1522,fazendo,13,negativo
1523,comprometimento,9,negativo
1524,nesse,22,negativo
1525,cesta,3,negativo
1526,tava,9,negativo
1527,uns,18,negativo
1528,fechar,13,negativo
1529,diferenca,8,negativo
1530,qualificar,1,negativo
1531,peco,52,negativo
1532,recusa,1,negativo
1533,efetuar,40,negativo
1534,sevolvendo,1,negativo
1535,pedindo,13,negativo
1536,nessa,45,negativo
1537,esgarcou,1,negativo
1538,perfeito,13,negativo
1539,cubas,2,negativo
1540,cobrada,4,negativo
1541,individulamente,1,negativo
1542,chegaram,58,negativo
1543,embaladas,2,negativo
1544,caixas,24,negativo
1545,separadas,7,negativo
1546,despedicio,1,negativo
1547,comunicaram,2,negativo
1548,restituido,1,negativo
1549,negativa,9,negativo
1550,prometido,23,negativo
1551,objeto,22,negativo
1552,tampouco,1,negativo
1553,manchado,7,negativo
1554,pouquissimo,1,negativo
1555,pele,6,negativo
1556,oleosa,1,negativo
1557,brilha,1,negativo
1558,salgado,1,negativo
1559,enganando,1,negativo
1560,coloca,14,negativo
1561,recebe,25,negativo
1562,soubesse,14,negativo
1563,pegava,1,negativo
1564,ia,18,negativo
1565,acharia,1,negativo
1566,infelismente,1,negativo
1567,indignado,8,negativo
1568,dependo,2,negativo
1569,atender,9,negativo
1570,ficar,63,negativo
1571,constantemente,1,negativo
1572,ligada,2,negativo
1573,frascos,14,negativo
1574,maca,2,negativo
1575,resolvida,3,negativo
1576,exijo,15,negativo
1577,imediata,5,negativo
1578,extorno,8,negativo
1579,valores,6,negativo
1580,efetuamos,2,negativo
1581,cartcuches,1,negativo
1582,precisamos,5,negativo
1583,praz,2,negativo
1584,cumprido,24,negativo
1585,documento,3,negativo
1586,valido,1,negativo
1587,pre,2,negativo
1588,ajuizamento,1,negativo
1589,acao,6,negativo
1590,judicial,4,negativo
1591,cincos,1,negativo
1592,bare,1,negativo
1593,lifts,1,negativo
1594,leito,19,negativo
1595,estampa,16,negativo
1596,cobertores,5,negativo
1597,microfibra,6,negativo
1598,vao,45,negativo
1599,adoro,2,negativo
1600,parceiros,36,negativo
1601,maior,42,negativo
1602,encaixou,8,negativo
1603,buraco,3,negativo
1604,alguem,23,negativo
1605,espera,46,negativo
1606,manta,10,negativo
1607,lilas,6,negativo
1608,goiaba,1,negativo
1609,odiei,13,negativo
1610,acabei,21,negativo
1611,joguei,6,negativo
1612,profissionalismo,6,negativo
1613,jeito,17,negativo
1614,amador,1,negativo
1615,atualizou,3,negativo
1616,status,79,negativo
1617,quadro,18,negativo
1618,turma,4,negativo
1619,chaves,4,negativo
1620,entendo,14,negativo
1621,diferencial,1,negativo
1622,sabemos,3,negativo
1623,exelente,2,negativo
1624,prazos,18,negativo
1625,seguidos,1,negativo
1626,aparecia,4,negativo
1627,ocorrencia,12,negativo
1628,demonstra,5,negativo
1629,descaso,44,negativo
1630,erradas,9,negativo
1631,dourado,12,negativo
1632,adianta,4,negativo
1633,entra,26,negativo
1634,evasiva,1,negativo
1635,argumentos,1,negativo
1636,convence,1,negativo
1637,crinca,1,negativo
1638,anos,30,negativo
1639,mohila,1,negativo
1640,sonhou,1,negativo
1641,pontual,2,negativo
1642,capinhas,2,negativo
1643,peliculas,6,negativo
1644,atende,28,negativo
1645,tanta,5,negativo
1646,atencao,30,negativo
1647,tremenda,3,negativo
1648,compromete,2,negativo
1649,objetivos,1,negativo
1650,conj,1,negativo
1651,bolsas,4,negativo
1652,maternidade,4,negativo
1653,lustres,12,negativo
1654,intermediario,4,negativo
1655,atras,27,negativo
1656,hj,53,negativo
1657,camisa,3,negativo
1658,prescizo,1,negativo
1659,sa,1,negativo
1660,aniversario,21,negativo
1661,finalizaram,1,negativo
1662,capacete,9,negativo
1663,g,4,negativo
1664,claramente,7,negativo
1665,especificado,14,negativo
1666,entanto,36,negativo
1667,questionado,1,negativo
1668,atenderia,1,negativo
1669,necessidades,5,negativo
1670,podem,13,negativo
1671,ajudar,11,negativo
1672,cumpre,19,negativo
1673,determinado,9,negativo
1674,borboleta,3,negativo
1675,parcela,28,negativo
1676,creme,12,negativo
1677,fps,1,negativo
1678,transformadores,7,negativo
1679,va,5,negativo
1680,transformafor,1,negativo
1681,acesso,6,negativo
1682,reembolsar,4,negativo
1683,contatos,7,negativo
1684,palavras,2,negativo
1685,partes,26,negativo
1686,madeira,18,negativo
1687,arranhadas,4,negativo
1688,lascadas,2,negativo
1689,pintura,12,negativo
1690,cavaletes,2,negativo
1691,pintada,4,negativo
1692,amarelo,23,negativo
1693,marcacao,1,negativo
1694,furacao,4,negativo
1695,arrependida,8,negativo
1696,informaram,29,negativo
1697,continuava,1,negativo
1698,disponivel,49,negativo
1699,possibilidade,5,negativo
1700,lindas,2,negativo
1701,frageis,5,negativo
1702,verifico,1,negativo
1703,muda,7,negativo
1704,desfiar,2,negativo
1705,longe,10,negativo
1706,pagando,16,negativo
1707,rpoduto,2,negativo
1708,disponibilizar,2,negativo
1709,obrigada,31,negativo
1710,rosana,1,negativo
1711,verificar,37,negativo
1712,andamento,10,negativo
1713,visualizei,2,negativo
1714,havendo,4,negativo
1715,afinal,4,negativo
1716,pgto,3,negativo
1717,levou,12,negativo
1718,transporte,25,negativo
1719,climatizador,1,negativo
1720,mendaram,1,negativo
1721,divergente,10,negativo
1722,aainda,2,negativo
1723,en,2,negativo
1724,correu,2,negativo
1725,protegido,1,negativo
1726,solicitacao,37,negativo
1727,embalada,7,negativo
1728,triste,32,negativo
1729,dobradicas,1,negativo
1730,parafuso,9,negativo
1731,lateral,7,negativo
1732,anunciado,75,negativo
1733,compativel,33,negativo
1734,reconhecido,9,negativo
1735,pc,4,negativo
1736,atualizadissimo,1,negativo
1737,refere,4,negativo
1738,drivers,1,negativo
1739,tbm,12,negativo
1740,sinalizando,1,negativo
1741,resolucao,22,negativo
1742,remanufaturado,1,negativo
1743,desembalado,1,negativo
1744,enrolado,10,negativo
1745,bolha,10,negativo
1746,mousse,1,negativo
1747,espuma,8,negativo
1748,compre,12,negativo
1749,trocarem,2,negativo
1750,seguinte,14,negativo
1751,isqueiro,2,negativo
1752,zippo,2,negativo
1753,correspondendo,2,negativo
1754,sabem,6,negativo
1755,tratava,7,negativo
1756,oleo,2,negativo
1757,linhaca,1,negativo
1758,coco,4,negativo
1759,vender,25,negativo
1760,imposs,1,negativo
1761,desbotado,4,negativo
1762,aspecto,9,negativo
1763,velho,8,negativo
1764,pouca,10,negativo
1765,lindo,9,negativo
1766,autenticidade,4,negativo
1767,falso,37,negativo
1768,nove,1,negativo
1769,restante,21,negativo
1770,prato,12,negativo
1771,shampoo,12,negativo
1772,condicionador,4,negativo
1773,mandem,2,negativo
1774,devolvem,3,negativo
1775,emitiram,7,negativo
1776,atraente,1,negativo
1777,acompanhamento,7,negativo
1778,anda,7,negativo
1779,regular,5,negativo
1780,estampas,4,negativo
1781,referida,1,negativo
1782,expirado,3,negativo
1783,cancelada,33,negativo
1784,tamb,1,negativo
1785,resolvam,14,negativo
1786,renegade,2,negativo
1787,compensar,1,negativo
1788,entregarem,13,negativo
1789,reembolsada,5,negativo
1790,proceder,49,negativo
1791,terminei,1,negativo
1792,abril,10,negativo
1793,utilizar,11,negativo
1794,voucher,6,negativo
1795,todos,68,negativo
1796,enrolados,4,negativo
1797,teem,1,negativo
1798,mentir,1,negativo
1799,xing,2,negativo
1800,ling,4,negativo
1801,veja,8,negativo
1802,prometidos,2,negativo
1803,carga,5,negativo
1804,recargas,1,negativo
1805,completas,1,negativo
1806,br,7,negativo
1807,prateleira,4,negativo
1808,parw,1,negativo
1809,acabou,15,negativo
1810,pausar,1,negativo
1811,exato,4,negativo
1812,senti,16,negativo
1813,lesado,10,negativo
1814,fantasy,2,negativo
1815,roxa,7,negativo
1816,enviada,16,negativo
1817,mini,13,negativo
1818,scanner,3,negativo
1819,cachepot,1,negativo
1820,buxinho,1,negativo
1821,cancelando,16,negativo
1822,iriam,10,negativo
1823,alegar,1,negativo
1824,manuseado,1,negativo
1825,dificilmente,2,negativo
1826,repor,3,negativo
1827,quis,3,negativo
1828,briga,1,negativo
1829,passado,23,negativo
1830,contar,9,negativo
1831,respondia,1,negativo
1832,arranhado,15,negativo
1833,cumprida,7,negativo
1834,comentarios,16,negativo
1835,inciei,1,negativo
1836,otimo,22,negativo
1837,consideracao,13,negativo
1838,canon,9,negativo
1839,quisesse,4,negativo
1840,pirata,10,negativo
1841,precisaria,2,negativo
1842,recorrer,4,negativo
1843,voltou,15,negativo
1844,reviar,1,negativo
1845,adquirido,24,negativo
1846,respost,2,negativo
1847,parcial,7,negativo
1848,conteole,1,negativo
1849,po,9,negativo
1850,ergoeasy,1,negativo
1851,titan,1,negativo
1852,demorado,25,negativo
1853,primeiramente,1,negativo
1854,ato,17,negativo
1855,esticou,1,negativo
1856,recebendo,10,negativo
1857,postergada,1,negativo
1858,respaldo,4,negativo
1859,barato,20,negativo
1860,avisa,6,negativo
1861,local,16,negativo
1862,frustracao,4,negativo
1863,shoptaime,2,negativo
1864,averiguar,2,negativo
1865,completa,13,negativo
1866,carrinho,29,negativo
1867,bebe,51,negativo
1868,conforto,33,negativo
1869,americana,27,negativo
1870,saiu,26,negativo
1871,bh,2,negativo
1872,rj,7,negativo
1873,oakley,4,negativo
1874,minute,1,negativo
1875,machine,1,negativo
1876,justica,21,negativo
1877,play,5,negativo
